BuildingType,PrimaryPropertyType,YearBuilt,Neighborhood,NumberofFloors,PropertyGFAParking,PropertyGFABuilding(s),ENERGYSTARScore_imputer,SiteEUIWN(kBtu/sf),GHGEmissionsIntensity,CategorieEnergie,LPUT,SLPUT,ENERGYSTARScore
NonResidential,Large Office,1984,downtown,6,13200,96630,45.0,87.90000153,0.47,Électricité,Medium,Medium,45.0
NonResidential,Hotel,1973,downtown,19,59280,272787,6.0,114.4000015,4.42,Électricité & Vapeur,Medium,Medium,6.0
NonResidential,Large Office,1910,downtown,10,0,130513,49.0,90.40000153,2.44,Électricité & GazNaturel,Medium,Medium,49.0
NonResidential,Small- and Mid-Sized Office,1920,downtown,8,0,60660,50.666666666666664,55.29999924,0.3,Électricité,Medium,Medium,
NonResidential,Large Office,1929,downtown,14,0,137350,89.0,54.79999924,1.48,Électricité & Vapeur,Medium,Medium,89.0
NonResidential,Large Office,1929,downtown,15,0,151039,84.0,0.0,1.58,Vapeur & Électricité,Medium,Medium,84.0
NonResidential,Large Office,1985,downtown,30,134662,620338,72.0,80.69999695,1.05,Électricité,Medium,Medium,72.0
NonResidential,Small- and Mid-Sized Office,1906,downtown,4,0,63540,72.0,62.79999924,1.18,Électricité & GazNaturel,Medium,Medium,72.0
NonResidential,Large Office,1927,downtown,10,0,130893,80.0,58.79999924,0.37,Électricité,Medium,Medium,80.0
NonResidential,Mixed Use Property,1910,downtown,5,0,79920,89.33333333333333,37.29999924,0.26,Électricité,Medium,Medium,
Campus,Mixed Use Property,1908,downtown,4,0,137400,54.333333333333336,122.3000031,2.3,Électricité & GazNaturel,Medium,Medium,
NonResidential,Other,1996,downtown,6,86429,61423,35.333333333333336,157.5,1.25,Électricité,Medium,Medium,
NonResidential,Other,1996,downtown,4,166960,100375,65.66666666666667,75.80000305,0.55,Électricité,Medium,Medium,
NonResidential,Large Office,1989,downtown,56,389860,1215718,97.0,37.90000153,0.33,Électricité,Medium,Medium,97.0
NonResidential,Large Office,1980,downtown,36,0,794592,96.0,36.09999847,0.27,Électricité,Medium,Medium,96.0
NonResidential,Large Office,1971,downtown,21,93204,363100,74.0,59.5,0.3,Électricité,Medium,Medium,74.0
NonResidential,Large Office,1986,downtown,12,15140,100717,89.0,45.20000076,0.29,Électricité,Medium,Medium,89.0
NonResidential,Small- and Mid-Sized Office,1999,downtown,4,17500,70000,72.0,63.40000153,0.36,Électricité,Medium,Medium,72.0
NonResidential,Large Office,1998,downtown,11,184776,189629,72.0,69.09999847,0.25,Électricité,Medium,Medium,72.0
NonResidential,Other,1985,downtown,12,38000,155500,36.0,98.40000153,0.52,Électricité,Medium,Medium,
NonResidential,Large Office,1923,downtown,11,0,102846,96.0,59.70000076,2.74,Vapeur & Électricité,Medium,Medium,96.0
NonResidential,Small- and Mid-Sized Office,1925,downtown,4,0,52800,83.0,48.20000076,0.84,Électricité,Medium,Medium,83.0
Campus,Mixed Use Property,1913,downtown,10,0,258497,79.33333333333333,80.09999847,1.62,Électricité,Medium,Medium,
NonResidential,Retail Store,1929,downtown,8,0,861702,92.66666666666667,19.89999962,0.38,Électricité,Medium,Medium,
NonResidential,Other,1999,east,5,97400,109550,62.666666666666664,92.30000305,1.2,Électricité,Medium,Medium,
NonResidential,Other,1988,east,9,0,46710,10.0,95.09999847,2.8,Électricité & Vapeur,High,High,
NonResidential,Medical Office,1945,east,3,104000,162000,65.0,86.5,0.76,Électricité,Medium,Medium,65.0
NonResidential,Medical Office,1992,east,14,407795,282363,58.0,78.19999695,0.21,Électricité,Medium,Medium,58.0
NonResidential,Mixed Use Property,2001,lake union,6,177660,200783,100.0,283.7000122,1.21,Électricité,Medium,Medium,100.0
NonResidential,Mixed Use Property,2001,lake union,6,104922,108912,100.0,707.2999878,2.48,Électricité,Medium,Medium,100.0
NonResidential,Hotel,1979,lake union,5,29409,79608,34.0,89.0,2.24,Électricité & GazNaturel,Medium,Medium,34.0
NonResidential,Large Office,1981,magnolia / queen anne,5,38452,237282,77.0,71.69999695,0.41,Électricité,Medium,Medium,77.0
NonResidential,Warehouse,2001,greater duwamish,1,0,123061,59.0,16.20000076,0.11,Électricité,Low,Low,59.0
NonResidential,Distribution Center,1963,greater duwamish,1,0,59090,45.0,53.40000153,1.98,GazNaturel,Low,Low,45.0
NonResidential,Warehouse,1963,greater duwamish,1,0,106000,93.0,7.199999809,0.05,Électricité,Low,Low,93.0
NonResidential,Large Office,1962,lake union,3,38400,120200,19.0,126.6999969,1.49,Électricité,Medium,Medium,19.0
NonResidential,Distribution Center,1960,greater duwamish,1,0,119661,97.0,6.5,0.05,Électricité,Low,Low,97.0
NonResidential,Large Office,2001,lake union,7,44728,94472,81.0,52.90000153,0.22,Électricité,Medium,Medium,81.0
NonResidential,Small- and Mid-Sized Office,1984,magnolia / queen anne,6,33921,61800,95.0,33.0,0.22,Électricité,Medium,Medium,95.0
NonResidential,Large Office,1996,magnolia / queen anne,5,115228,98055,83.0,53.59999847,0.19,Électricité,Medium,Medium,83.0
NonResidential,Large Office,2001,lake union,3,47656,56041,7.0,184.6999969,3.62,GazNaturel & Électricité,Medium,Medium,7.0
NonResidential,Small- and Mid-Sized Office,1974,north,5,0,74880,56.0,77.09999847,0.48,Électricité,Medium,Medium,56.0
NonResidential,Small- and Mid-Sized Office,1979,north,6,0,88774,53.0,74.40000153,0.47,Électricité,Medium,Medium,53.0
NonResidential,Large Office,1983,north,5,0,122250,93.0,43.5,0.32,Électricité,Medium,Medium,93.0
NonResidential,Small- and Mid-Sized Office,1979,north,4,0,53730,20.0,88.30000305,0.62,Électricité,Medium,Medium,20.0
NonResidential,Small- and Mid-Sized Office,1960,delridge,3,0,55593,55.0,79.40000153,1.68,Électricité & GazNaturel,Medium,Medium,55.0
NonResidential,Large Office,1982,lake union,4,60960,73096,54.0,68.0,0.24,Électricité,Medium,Medium,54.0
NonResidential,Retail Store,2005,greater duwamish,1,0,158415,25.0,147.0,2.87,Électricité,Medium,Medium,25.0
NonResidential,Large Office,1929,lake union,8,0,287819,1.6666666666666667,174.6000061,1.21,Électricité,Medium,Medium,
NonResidential,Other,1975,east,8,0,158738,13.666666666666666,385.6000061,7.99,Électricité,High,High,
NonResidential,Small- and Mid-Sized Office,1985,magnolia / queen anne,4,28800,58195,81.0,51.90000153,0.24,Électricité,Medium,Medium,81.0
NonResidential,Retail Store,1999,ballard,1,0,164437,62.0,107.6999969,1.98,Électricité,Medium,Medium,62.0
NonResidential,Large Office,2009,lake union,5,66234,118248,95.0,49.09999847,0.22,Électricité,Medium,Medium,95.0
NonResidential,Laboratory,1928,lake union,3,0,55200,71.0,218.6999969,4.89,Électricité & GazNaturel,High,High,
NonResidential,Laboratory,2003,lake union,4,111793,129366,9.666666666666666,197.1999969,3.52,Électricité & GazNaturel,High,High,
NonResidential,Large Office,2004,lake union,6,52582,86700,96.0,37.29999924,0.16,Électricité,Medium,Medium,96.0
NonResidential,Large Office,2009,lake union,5,98700,172371,96.0,43.0,0.23,Électricité,Medium,Medium,96.0
NonResidential,Warehouse,1914,lake union,5,0,127800,56.0,22.0,0.23,Électricité,Low,Low,56.0
NonResidential,Large Office,2002,lake union,5,206597,353919,71.0,81.59999847,1.13,Électricité & GazNaturel,Medium,Medium,71.0
NonResidential,Large Office,2001,lake union,6,95000,131592,49.0,89.80000305,0.42,Électricité,Medium,Medium,49.0
Campus,Other,1997,lake union,5,0,535947,59.666666666666664,255.8000031,7.45,GazNaturel & Électricité,Medium,Medium,
NonResidential,Mixed Use Property,2003,lake union,5,50654,109046,2.6666666666666665,275.1000061,4.55,Électricité & GazNaturel,Medium,Medium,
NonResidential,Large Office,2006,lake union,4,73673,136143,97.0,51.0,0.58,Électricité,Medium,Medium,97.0
NonResidential,Large Office,2006,lake union,6,109905,193198,97.0,40.90000153,0.23,Électricité,Medium,Medium,97.0
NonResidential,Mixed Use Property,1954,lake union,3,0,67380,66.0,46.79999924,1.1,Électricité & GazNaturel,Low,Low,66.0
NonResidential,Laboratory,1963,lake union,4,0,102235,54.666666666666664,241.5,5.74,Électricité & GazNaturel,High,High,
NonResidential,Mixed Use Property,2008,lake union,5,153684,282813,35.333333333333336,180.1999969,2.34,Électricité & GazNaturel,High,High,
NonResidential,Small- and Mid-Sized Office,1974,magnolia / queen anne,5,20826,67236,80.0,55.0,0.27,Électricité,Medium,Medium,80.0
NonResidential,Small- and Mid-Sized Office,1972,magnolia / queen anne,5,20416,66762,69.0,57.59999847,0.29,Électricité,Medium,Medium,69.0
NonResidential,Small- and Mid-Sized Office,1970,magnolia / queen anne,5,20416,66762,86.0,55.5,0.28,Électricité,Medium,Medium,86.0
NonResidential,Small- and Mid-Sized Office,1971,magnolia / queen anne,5,21600,66400,75.0,0.0,0.28,Électricité,Medium,Medium,75.0
NonResidential,Medical Office,1988,northeast,4,88405,108344,5.0,182.0,2.43,Électricité & GazNaturel,Medium,Medium,5.0
NonResidential,Medical Office,1994,northeast,4,95281,95995,21.0,87.69999695,0.41,Électricité,Medium,Medium,21.0
NonResidential,Self-Storage Facility,1946,ballard,2,0,111445,60.0,51.0,1.47,Électricité & GazNaturel,Other,Other,
NonResidential,Warehouse,1997,southwest,4,0,98475,83.0,12.0,0.23,Électricité,Low,Low,83.0
NonResidential,Hospital,2000,lake union,7,150455,201075,23.0,200.3000031,2.94,Électricité & GazNaturel,High,High,23.0
NonResidential,Supermarket / Grocery Store,1995,north,2,187878,121087,78.0,122.5999985,0.9,Électricité,High,High,78.0
NonResidential,Supermarket / Grocery Store,2008,greater duwamish,1,0,63225,100.0,103.1999969,0.72,Électricité,High,High,100.0
Nonresidential COS,Other,1955,delridge,1,0,113780,72.0,35.29999924,1.07,GazNaturel & Électricité,Low,Low,
NonResidential,Warehouse,1999,greater duwamish,1,0,243044,100.0,4.300000191,0.17,Électricité & GazNaturel,Low,Low,100.0
NonResidential,Other,2001,lake union,3,156312,123940,65.66666666666667,93.0,0.29,Électricité,Medium,Medium,
NonResidential,Other,1952,magnolia / queen anne,3,12998,53464,17.666666666666668,95.5,0.72,Électricité,Medium,Medium,
NonResidential,Retail Store,1997,northwest,1,0,131387,72.0,82.90000153,0.84,Électricité,Medium,Medium,72.0
NonResidential,Warehouse,1999,northwest,3,0,94400,38.0,11.89999962,0.11,Électricité,Low,Low,38.0
NonResidential,Other,1964,northwest,1,0,111900,66.0,81.09999847,2.02,Électricité & GazNaturel,Medium,Medium,
NonResidential,Supermarket / Grocery Store,1984,northwest,1,0,144776,56.0,95.5,1.64,Électricité,Medium,Medium,56.0
NonResidential,Retail Store,1967,northwest,1,0,114000,79.0,150.8999939,4.85,GazNaturel & Électricité,Medium,Medium,79.0
NonResidential,Supermarket / Grocery Store,1997,northwest,1,0,50083,78.0,177.8000031,3.17,Électricité,High,High,78.0
NonResidential,Large Office,1988,lake union,3,28645,95426,73.0,51.70000076,0.28,Électricité,Medium,Medium,73.0
NonResidential,Small- and Mid-Sized Office,2000,lake union,4,36528,53472,84.0,43.29999924,0.3,Électricité,Medium,Medium,84.0
NonResidential,Small- and Mid-Sized Office,2001,lake union,3,33709,62332,70.0,87.0,0.39,Électricité,Medium,Medium,70.0
NonResidential,Large Office,1999,lake union,3,114829,166128,96.0,68.69999695,0.34,Électricité,Medium,Medium,96.0
NonResidential,Large Office,1999,lake union,4,103032,140302,89.0,62.20000076,0.35,Électricité,Medium,Medium,89.0
NonResidential,Mixed Use Property,1991,downtown,6,0,154660,49.333333333333336,212.3999939,10.5,Électricité & Vapeur,Medium,Medium,
NonResidential,Large Office,1982,greater duwamish,5,121375,268920,95.0,31.60000038,0.14,Électricité,Medium,Medium,95.0
NonResidential,Warehouse,1967,greater duwamish,2,0,90000,87.0,16.29999924,0.19,Électricité,Low,Low,87.0
NonResidential,Retail Store,1966,greater duwamish,1,0,50200,95.66666666666667,23.79999924,0.64,GazNaturel & Électricité,Medium,Medium,
NonResidential,Small- and Mid-Sized Office,1925,ballard,6,6200,87833,77.66666666666667,60.20000076,1.28,Électricité & GazNaturel,Medium,Medium,
NonResidential,Warehouse,1941,ballard,2,0,63240,100.0,4.300000191,0.13,GazNaturel & Électricité,Low,Low,100.0
NonResidential,Other,2008,ballard,5,182454,140415,49.0,134.8000031,1.28,Électricité & GazNaturel,Medium,Medium,
NonResidential,Self-Storage Facility,1988,magnolia / queen anne,4,23400,106893,87.0,3.599999905,0.02,Électricité,Low,Low,
NonResidential,Warehouse,1997,magnolia / queen anne,4,0,106041,94.0,11.80000019,0.24,Électricité & GazNaturel,Low,Low,94.0
NonResidential,Self-Storage Facility,1956,magnolia / queen anne,3,0,94470,71.33333333333333,12.60000038,0.35,GazNaturel & Électricité,Low,Low,
NonResidential,Large Office,2002,downtown,10,38186,143508,88.0,50.90000153,0.29,Électricité,Medium,Medium,88.0
NonResidential,Warehouse,1966,greater duwamish,1,0,22780,33.0,17.60000038,0.12,Électricité,Low,Low,33.0
NonResidential,Distribution Center,1967,greater duwamish,1,0,124472,62.0,51.0,1.91,GazNaturel,Low,Low,62.0
NonResidential,Large Office,1970,downtown,22,98556,129000,95.0,39.29999924,0.26,Électricité,Medium,Medium,95.0
NonResidential,Distribution Center,1967,greater duwamish,1,0,50065,72.0,35.09999847,0.85,Électricité & GazNaturel,Low,Low,72.0
NonResidential,Distribution Center,1969,greater duwamish,1,0,57540,26.0,48.79999924,1.33,Électricité & GazNaturel,Low,Low,26.0
NonResidential,Warehouse,1966,greater duwamish,1,0,85400,49.0,18.0,0.13,Électricité,Low,Low,49.0
NonResidential,Warehouse,1966,greater duwamish,1,0,55700,63.0,9.5,0.06,Électricité,Low,Low,63.0
NonResidential,Small- and Mid-Sized Office,1964,greater duwamish,1,0,53250,96.0,33.40000153,0.88,Électricité & GazNaturel,Medium,Medium,96.0
NonResidential,Small- and Mid-Sized Office,1987,magnolia / queen anne,6,28427,50245,98.0,28.20000076,0.36,Électricité,Medium,Medium,98.0
NonResidential,Warehouse,1986,northwest,3,0,64660,89.0,5.199999809,0.1,Électricité,Low,Low,89.0
NonResidential,Mixed Use Property,1927,east,2,19928,55916,39.0,66.40000153,0.51,Électricité,Medium,Medium,
NonResidential,Distribution Center,1968,greater duwamish,1,0,161678,25.0,62.09999847,1.27,Électricité & GazNaturel,Low,Low,25.0
NonResidential,Distribution Center,1949,greater duwamish,1,0,101101,1.0,211.1000061,1.51,Électricité,Low,Low,1.0
NonResidential,Distribution Center,1980,greater duwamish,1,0,52613,80.0,20.70000076,0.61,GazNaturel & Électricité,Low,Low,80.0
NonResidential,Other,1940,greater duwamish,1,0,56608,22.333333333333332,92.30000305,1.31,Électricité,Medium,Medium,
NonResidential,Refrigerated Warehouse,1953,greater duwamish,1,0,104099,4.333333333333333,167.3999939,1.37,Électricité,Medium,Medium,
NonResidential,Supermarket / Grocery Store,2003,northwest,1,7450,50734,41.0,291.5,7.12,Électricité & GazNaturel,High,High,41.0
NonResidential,Supermarket / Grocery Store,1980,north,1,0,58480,37.0,254.6000061,4.66,Électricité & GazNaturel,High,High,37.0
NonResidential,Large Office,2005,lake union,6,124800,211900,95.0,42.20000076,0.16,Électricité,Medium,Medium,95.0
NonResidential,Retail Store,1996,lake union,4,159994,104014,42.0,105.5999985,0.72,Électricité,Medium,Medium,42.0
NonResidential,Small- and Mid-Sized Office,1914,central,2,0,62220,32.0,87.80000305,0.62,Électricité,Medium,Medium,32.0
NonResidential,Small- and Mid-Sized Office,1970,greater duwamish,1,0,65430,89.0,52.09999847,1.38,Électricité & GazNaturel,Medium,Medium,89.0
NonResidential,Large Office,2006,northeast,3,42440,59850,26.0,73.0,0.48,Électricité,Medium,Medium,26.0
NonResidential,Other,1926,central,3,0,80004,4.666666666666667,163.3999939,1.07,Électricité,Medium,Medium,
NonResidential,Warehouse,1991,greater duwamish,2,0,323916,92.0,27.10000038,0.81,GazNaturel & Électricité,Low,Low,92.0
NonResidential,Mixed Use Property,1932,greater duwamish,14,0,304052,66.0,70.30000305,0.81,Électricité,Medium,Medium,66.0
NonResidential,Small- and Mid-Sized Office,1978,lake union,4,31210,54175,44.333333333333336,92.5,0.4,Électricité,Medium,Medium,
NonResidential,Distribution Center,1989,greater duwamish,2,0,98024,94.0,21.60000038,0.43,Électricité & GazNaturel,Low,Low,94.0
NonResidential,Mixed Use Property,1928,lake union,1,15000,50000,37.333333333333336,91.90000153,0.98,Électricité & GazNaturel,Medium,Medium,
NonResidential,Large Office,1990,lake union,5,66620,77953,62.0,67.69999695,0.25,Électricité,Medium,Medium,62.0
NonResidential,Retail Store,1950,north,2,0,302812,97.0,25.70000076,0.43,Électricité,Medium,Medium,97.0
NonResidential,Small- and Mid-Sized Office,1974,northwest,5,0,86400,53.0,118.5,3.4,GazNaturel & Électricité,Medium,Medium,53.0
NonResidential,Other,1969,north,2,0,98539,56.333333333333336,55.79999924,0.47,Électricité,Medium,Medium,
NonResidential,Small- and Mid-Sized Office,1981,northwest,6,0,86483,56.0,76.69999695,0.51,Électricité,Medium,Medium,56.0
NonResidential,Distribution Center,1976,delridge,1,0,51600,75.0,23.20000076,0.43,Électricité,Low,Low,75.0
NonResidential,Warehouse,1968,delridge,1,0,140520,61.0,17.79999924,0.41,Électricité & GazNaturel,Low,Low,61.0
NonResidential,Large Office,1986,magnolia / queen anne,5,62380,91649,95.0,50.59999847,0.38,Électricité,Medium,Medium,95.0
NonResidential,Other,2005,northwest,3,91935,69854,36.333333333333336,101.0999985,0.3,Électricité,Medium,Medium,
NonResidential,Medical Office,2005,northwest,3,0,63909,29.0,74.59999847,0.52,Électricité,Medium,Medium,
NonResidential,Warehouse,1948,northwest,2,0,53472,71.0,18.70000076,0.64,GazNaturel & Électricité,Low,Low,
NonResidential,Warehouse,1980,greater duwamish,1,0,50417,14.0,42.59999847,1.16,GazNaturel & Électricité,Low,Low,14.0
NonResidential,Restaurant,1900,downtown,1,0,43728,49.0,271.1000061,13.98,GazNaturel,High,High,
NonResidential,Medical Office,1961,northwest,3,0,133298,21.0,120.3000031,2.22,Électricité,Medium,Medium,21.0
NonResidential,Retail Store,1965,north,2,0,168619,78.0,38.79999924,0.54,Électricité,Medium,Medium,78.0
NonResidential,Mixed Use Property,2002,lake union,5,113318,138509,8.333333333333334,284.7000122,4.59,Électricité & GazNaturel,Medium,Medium,
NonResidential,Large Office,2000,lake union,4,71385,104500,91.0,62.40000153,0.26,Électricité,Medium,Medium,91.0
NonResidential,Warehouse,1969,greater duwamish,2,0,104786,93.0,11.0,0.23,Électricité & GazNaturel,Low,Low,93.0
NonResidential,Other,2000,greater duwamish,1,41600,11440,70.66666666666667,37.0,0.94,Électricité & GazNaturel,Medium,Medium,
NonResidential,Other,1973,greater duwamish,1,0,110689,98.0,25.20000076,0.97,GazNaturel,Medium,Medium,
NonResidential,Small- and Mid-Sized Office,1948,greater duwamish,1,0,53620,86.0,40.0,0.41,Électricité,Medium,Medium,86.0
NonResidential,Small- and Mid-Sized Office,1938,greater duwamish,1,0,50008,62.0,67.59999847,1.31,Électricité,Medium,Medium,62.0
